user_id,age,gender,country,subscription_type,preferred_genres,avg_daily_watch_time,preferred_watch_time,account_age_months
1231,28,Female,Japan,Standard,"Sci-Fi,Romance,Action",0.5,Night,29
1232,18,Male,USA,Premium,"Animation,Romance,Sci-Fi",2.48,Afternoon,56
1233,33,Female,Germany,Premium,"Comedy,Documentary,Thriller",1.3,Morning,24
1234,65,Male,USA,Premium,"Comedy,Documentary,Thriller",3.69,Morning,15
1235,25,Male,India,Premium,"Action,Animation",0.98,Evening,21
1236,54,Female,Brazil,Premium,Thriller,1.17,Evening,41
1237,55,Male,USA,Standard,"Action,Comedy,Horror",1.81,Afternoon,24
1238,28,Female,USA,Basic,"Action,Comedy",1.06,Night,7
1239,41,Male,Germany,Standard,"Comedy,Documentary,Drama",0.75,Evening,24
1240,54,Male,UK,Premium,"Animation,Comedy,Fantasy",1.1,Night,57
1241,30,Female,USA,Basic,"Thriller,Romance",5.96,Afternoon,23
1242,32,Female,Canada,Basic,"Comedy,Thriller,Horror",1.05,Night,25
1243,28,Female,UK,Basic,"Sci-Fi,Drama",5.74,Night,8
1244,22,Female,USA,Premium,Drama,0.57,Afternoon,34
1245,27,Female,Australia,Standard,Drama,2.79,Morning,35
1246,20,Male,India,Standard,"Drama,Documentary,Thriller",3.42,Afternoon,54
1247,35,Male,Japan,Basic,Fantasy,0.5,Evening,22
1248,25,Male,Brazil,Premium,Romance,1.96,Morning,55
1249,37,Female,USA,Standard,Horror,0.5,Morning,34
1250,18,Female,USA,Standard,"Romance,Documentary,Animation",6.59,Morning,28
1251,38,Male,USA,Standard,"Thriller,Horror,Comedy",1.86,Night,1
1252,45,Female,Australia,Standard,"Animation,Fantasy,Thriller",0.5,Evening,59
1253,18,Female,India,Standard,"Horror,Documentary,Thriller",2.87,Afternoon,44
1254,39,Male,Japan,Standard,"Romance,Documentary,Animation",5.42,Afternoon,37
1255,49,Male,Mexico,Standard,Documentary,3.34,Evening,30
1256,20,Female,France,Premium,"Action,Fantasy,Comedy",0.5,Evening,59
1257,55,Female,UK,Standard,"Action,Horror",1.94,Evening,50
1258,40,Female,UK,Basic,Action,3.3,Evening,25
1259,26,Male,USA,Premium,"Horror,Documentary",4.03,Evening,51
1260,34,Other,USA,Premium,"Action,Thriller,Horror",0.5,Evening,2
1261,41,Male,France,Basic,"Romance,Sci-Fi,Horror",0.83,Morning,28
1262,35,Male,UK,Basic,Romance,5.4,Night,48
1263,41,Other,Germany,Premium,Fantasy,0.75,Evening,28
1264,23,Male,Germany,Premium,"Comedy,Animation,Fantasy",1.6,Night,23
1265,37,Female,USA,Standard,"Romance,Action",2.98,Afternoon,38
1266,18,Male,Canada,Standard,Documentary,8.0,Night,24
1267,33,Female,Canada,Basic,Animation,1.39,Evening,57
1268,24,Female,UK,Standard,"Drama,Comedy",1.75,Afternoon,35
1269,26,Male,Brazil,Basic,"Fantasy,Thriller,Documentary",2.04,Evening,8
1270,49,Female,Canada,Standard,Fantasy,0.67,Evening,36
1271,48,Male,Germany,Basic,"Thriller,Drama",1.15,Morning,18
1272,42,Female,Mexico,Standard,Thriller,1.42,Evening,20
1273,21,Male,Mexico,Standard,"Horror,Action",0.5,Night,4
1274,31,Male,Mexico,Standard,"Thriller,Comedy",0.5,Morning,8
1275,49,Male,USA,Basic,Drama,0.64,Night,26
1276,36,Male,USA,Standard,Drama,1.79,Evening,56
1277,62,Female,USA,Premium,"Horror,Sci-Fi,Documentary",7.79,Evening,39
1278,39,Male,USA,Standard,"Horror,Romance",8.0,Night,20
1279,37,Male,Mexico,Premium,"Horror,Drama",2.6,Evening,18
1280,31,Male,France,Standard,"Sci-Fi,Thriller",4.39,Evening,33
1281,36,Male,USA,Standard,"Drama,Sci-Fi",5.77,Evening,59
1282,33,Female,USA,Standard,Thriller,4.57,Afternoon,18
1283,43,Other,USA,Premium,"Fantasy,Thriller,Horror",1.96,Evening,34
1284,46,Male,France,Basic,"Thriller,Romance,Comedy",3.04,Evening,19
1285,25,Female,Japan,Basic,"Action,Sci-Fi",0.5,Evening,42
1286,19,Female,Brazil,Standard,Animation,2.61,Night,53
1287,18,Male,India,Premium,"Animation,Sci-Fi,Horror",1.39,Evening,33
1288,41,Female,USA,Premium,"Romance,Horror",2.59,Morning,21
1289,21,Female,UK,Standard,"Thriller,Romance,Animation",2.96,Night,7
1290,18,Female,USA,Standard,Horror,0.5,Evening,14
1291,39,Female,UK,Standard,"Thriller,Action,Horror",5.19,Evening,33
1292,64,Male,India,Standard,Animation,0.5,Afternoon,4
1293,34,Female,Germany,Standard,Drama,0.5,Evening,43
1294,45,Female,Japan,Premium,Thriller,1.4,Night,2
1295,35,Female,Canada,Premium,"Horror,Documentary,Romance",0.5,Evening,40
1296,33,Female,USA,Standard,"Documentary,Drama,Action",7.81,Evening,50
1297,46,Male,USA,Standard,"Animation,Sci-Fi,Action",0.83,Afternoon,31
1298,31,Other,Canada,Standard,Documentary,0.63,Afternoon,49
1299,38,Female,Japan,Standard,Drama,0.76,Morning,46
1300,38,Male,USA,Standard,"Animation,Sci-Fi,Horror",0.83,Evening,30
1301,26,Male,Japan,Basic,"Romance,Animation",0.5,Morning,50
1302,46,Female,Brazil,Basic,Action,1.94,Evening,10
1303,32,Male,UK,Standard,Horror,0.5,Morning,52
1304,25,Male,Japan,Premium,"Comedy,Thriller",3.43,Night,21
1305,41,Male,UK,Standard,"Drama,Fantasy",3.65,Evening,50
1306,24,Male,France,Standard,"Fantasy,Sci-Fi,Documentary",1.28,Evening,52
1307,35,Male,Australia,Standard,"Thriller,Romance,Comedy",8.0,Afternoon,23
1308,34,Male,India,Basic,"Action,Documentary,Thriller",3.81,Evening,37
1309,48,Male,UK,Premium,"Animation,Fantasy",0.5,Evening,8
1310,40,Female,UK,Premium,"Fantasy,Horror,Documentary",8.0,Evening,10
1311,34,Female,USA,Basic,"Animation,Documentary,Romance",4.66,Afternoon,25
1312,44,Male,USA,Premium,"Drama,Horror,Thriller",3.04,Evening,33
1313,51,Male,France,Standard,Drama,2.65,Evening,17
1314,41,Female,India,Premium,"Documentary,Action",2.32,Evening,51
1315,35,Male,UK,Standard,"Documentary,Thriller",8.0,Evening,24
1316,19,Male,USA,Standard,"Documentary,Horror",1.63,Evening,49
1317,22,Male,USA,Standard,"Sci-Fi,Fantasy,Romance",0.5,Afternoon,42
1318,31,Female,Canada,Premium,Thriller,0.87,Afternoon,50
1319,27,Female,USA,Basic,"Romance,Drama,Animation",1.18,Evening,30
1320,32,Female,USA,Premium,Drama,0.95,Night,1
1321,35,Female,Japan,Basic,"Sci-Fi,Horror,Fantasy",0.5,Night,17
1322,41,Female,USA,Premium,"Documentary,Thriller",0.5,Evening,28
1323,34,Male,Canada,Basic,"Sci-Fi,Romance,Thriller",0.5,Afternoon,13
1324,40,Female,Australia,Premium,"Comedy,Documentary",2.84,Evening,57
1325,35,Male,USA,Standard,"Comedy,Horror",2.73,Afternoon,10
1326,18,Female,Germany,Standard,Sci-Fi,0.5,Evening,1
1327,23,Female,France,Premium,"Drama,Romance,Comedy",0.95,Evening,20
1328,33,Female,France,Premium,Documentary,0.83,Evening,7
1329,20,Male,UK,Standard,"Fantasy,Comedy,Drama",1.51,Evening,32
1330,42,Male,UK,Basic,"Horror,Fantasy,Drama",1.11,Night,21
1331,53,Female,Brazil,Standard,"Documentary,Fantasy",4.29,Evening,26
1332,49,Female,Japan,Standard,Action,5.36,Evening,45
1333,32,Female,UK,Standard,Documentary,0.58,Evening,53
1334,52,Male,USA,Standard,"Romance,Sci-Fi,Documentary",0.5,Afternoon,7
1335,36,Female,USA,Basic,Comedy,4.57,Evening,38
1336,30,Female,USA,Premium,"Documentary,Thriller",1.74,Morning,54
1337,27,Female,Germany,Premium,Animation,0.98,Evening,45
1338,31,Female,USA,Basic,"Animation,Drama,Romance",0.5,Evening,40
1339,30,Female,UK,Standard,Documentary,2.33,Evening,48
1340,37,Female,Japan,Standard,"Drama,Thriller",0.58,Evening,58
1341,36,Female,USA,Standard,"Horror,Action",0.5,Evening,41
1342,35,Other,Australia,Basic,Sci-Fi,1.47,Night,45
1343,40,Male,Japan,Standard,"Romance,Documentary",2.27,Evening,27
1344,49,Male,USA,Standard,"Animation,Comedy",0.5,Evening,34
1345,46,Female,Japan,Standard,"Thriller,Animation,Documentary",2.63,Evening,12
1346,18,Female,Japan,Premium,"Drama,Sci-Fi",0.52,Evening,12
1347,18,Female,UK,Premium,Drama,0.5,Night,58
1348,46,Female,USA,Basic,"Sci-Fi,Comedy,Action",0.5,Evening,15
1349,18,Male,Canada,Standard,Documentary,2.21,Evening,20
1350,32,Female,India,Premium,"Romance,Thriller,Sci-Fi",2.52,Afternoon,10
1351,20,Female,France,Basic,Comedy,5.0,Evening,57
1352,18,Male,USA,Premium,Horror,0.5,Afternoon,46
1353,41,Male,France,Premium,"Sci-Fi,Drama,Romance",7.64,Evening,26
1354,44,Female,UK,Premium,Thriller,1.84,Afternoon,17
1355,28,Male,Germany,Standard,"Comedy,Romance",0.7,Evening,10
1356,18,Female,Japan,Standard,"Thriller,Animation",1.14,Evening,56
1357,28,Male,Canada,Premium,Fantasy,0.5,Night,11
1358,39,Female,Brazil,Standard,"Romance,Drama",0.5,Night,17
1359,18,Female,Japan,Basic,"Action,Thriller",5.35,Evening,11
1360,37,Female,Germany,Standard,"Horror,Animation,Comedy",0.5,Afternoon,15
1361,34,Male,USA,Basic,"Comedy,Action,Drama",0.5,Morning,4
1362,41,Female,Brazil,Premium,Action,2.28,Evening,25
1363,36,Male,India,Standard,"Comedy,Documentary",1.21,Evening,36
1364,23,Male,USA,Premium,"Sci-Fi,Drama",1.3,Morning,53
1365,49,Other,Canada,Premium,"Thriller,Action",0.5,Evening,47
1366,33,Female,USA,Basic,Horror,0.5,Night,31
1367,34,Female,Japan,Standard,Action,5.02,Evening,46
1368,23,Male,Japan,Premium,Animation,1.23,Evening,29
1369,29,Male,USA,Standard,"Thriller,Animation",0.5,Evening,31
1370,24,Male,Mexico,Premium,Documentary,0.56,Night,9
1371,32,Female,USA,Premium,Fantasy,0.5,Evening,48
1372,55,Female,Australia,Basic,"Sci-Fi,Thriller",1.63,Evening,56
1373,18,Female,Canada,Premium,"Sci-Fi,Action",4.07,Evening,1
1374,18,Female,UK,Basic,"Animation,Action",1.25,Evening,3
1375,52,Male,USA,Basic,Fantasy,2.42,Evening,4
1376,32,Male,USA,Premium,Action,2.81,Night,19
1377,26,Male,France,Premium,Animation,3.11,Night,41
1378,47,Male,Germany,Standard,Comedy,2.33,Afternoon,22
1379,27,Male,USA,Standard,Thriller,2.02,Evening,51
1380,56,Female,USA,Standard,"Action,Horror,Fantasy",1.63,Night,8
1381,43,Male,USA,Standard,"Thriller,Comedy",1.6,Evening,25
1382,29,Female,Japan,Standard,"Action,Documentary",1.01,Evening,58
1383,60,Male,Japan,Standard,"Drama,Romance,Documentary",1.76,Night,4
1384,27,Other,USA,Standard,Romance,1.63,Night,45
1385,43,Female,Germany,Premium,Sci-Fi,0.96,Morning,53
1386,38,Female,USA,Standard,"Romance,Documentary,Sci-Fi",0.9,Afternoon,51
1387,50,Male,Mexico,Basic,"Romance,Thriller,Fantasy",1.48,Night,14
1388,53,Female,Mexico,Premium,"Animation,Thriller",4.06,Evening,5
1389,35,Female,France,Premium,"Horror,Documentary",0.71,Evening,50
1390,25,Male,India,Premium,Animation,4.67,Night,50
1391,40,Male,Brazil,Basic,"Documentary,Fantasy,Action",3.22,Night,59
1392,26,Male,Brazil,Basic,"Drama,Horror",0.76,Evening,29
1393,59,Female,Germany,Standard,"Fantasy,Action",0.5,Morning,21
1394,36,Female,UK,Standard,"Horror,Thriller",0.5,Evening,15
1395,30,Female,USA,Standard,"Drama,Action",5.36,Afternoon,23
1396,37,Male,UK,Standard,"Fantasy,Drama",4.11,Morning,17
1397,18,Male,Germany,Basic,Comedy,1.19,Evening,3
1398,23,Female,USA,Standard,"Drama,Documentary",0.5,Night,33
1399,49,Male,USA,Standard,Fantasy,4.17,Night,56
1400,27,Female,Canada,Standard,"Fantasy,Horror,Comedy",0.74,Night,50
1401,22,Female,USA,Standard,"Comedy,Animation,Documentary",7.65,Afternoon,54
1402,41,Male,Germany,Standard,"Romance,Action",1.85,Evening,27
1403,49,Female,India,Standard,"Comedy,Sci-Fi",3.14,Morning,16
1404,43,Male,Japan,Standard,Thriller,1.55,Night,6
1405,46,Female,France,Standard,"Fantasy,Action,Thriller",0.5,Evening,41
1406,25,Male,Germany,Basic,"Comedy,Animation,Horror",0.5,Night,54
1407,18,Female,Canada,Standard,Romance,8.0,Afternoon,10
1408,53,Male,USA,Premium,"Documentary,Drama",1.33,Evening,54
1409,31,Male,Mexico,Standard,Romance,0.51,Afternoon,29
1410,31,Female,USA,Basic,"Animation,Comedy,Romance",3.19,Afternoon,59
1411,50,Male,USA,Premium,"Sci-Fi,Fantasy",5.35,Afternoon,17
1412,41,Female,Japan,Standard,Thriller,0.78,Evening,39
1413,40,Male,USA,Basic,"Documentary,Horror,Thriller",2.12,Evening,46
1414,60,Female,UK,Standard,"Sci-Fi,Romance",0.7,Evening,14
1415,27,Male,USA,Premium,"Comedy,Romance",4.32,Evening,12
1416,46,Female,USA,Standard,"Romance,Fantasy",0.5,Morning,38
1417,35,Male,USA,Standard,Comedy,1.17,Evening,29
1418,38,Male,USA,Standard,"Sci-Fi,Thriller",1.19,Evening,14
1419,53,Male,France,Basic,"Drama,Documentary",2.53,Night,8
1420,41,Female,Brazil,Standard,"Romance,Animation,Thriller",0.5,Afternoon,49
1421,41,Male,UK,Premium,"Horror,Comedy,Documentary",1.61,Morning,40
1422,47,Female,Mexico,Standard,Fantasy,2.01,Afternoon,40
1423,30,Female,USA,Basic,Sci-Fi,5.54,Evening,17
1424,24,Male,UK,Basic,"Sci-Fi,Romance",1.87,Afternoon,43
1425,22,Female,USA,Standard,Action,0.5,Afternoon,39
1426,18,Male,Germany,Premium,Drama,0.5,Night,23
1427,59,Male,UK,Standard,"Horror,Animation,Comedy",6.45,Evening,7
1428,21,Female,Germany,Standard,"Romance,Comedy",8.0,Evening,12
1429,32,Female,Australia,Basic,"Action,Documentary",0.5,Evening,16
1430,31,Female,Canada,Standard,"Fantasy,Comedy",3.48,Evening,13
1431,38,Male,Germany,Basic,Comedy,0.72,Evening,47
1432,44,Male,India,Premium,"Action,Sci-Fi,Drama",4.47,Evening,19
1433,45,Male,USA,Standard,"Sci-Fi,Drama",0.5,Afternoon,3
1434,28,Female,UK,Premium,"Thriller,Romance,Action",1.44,Evening,43
1435,32,Female,Japan,Premium,Sci-Fi,2.27,Night,56
1436,38,Female,Germany,Premium,"Drama,Thriller,Documentary",4.78,Evening,8
1437,32,Male,USA,Standard,Drama,4.86,Evening,40
1438,54,Male,UK,Basic,Thriller,0.51,Night,12
1439,40,Male,Canada,Premium,Horror,8.0,Night,31
1440,43,Male,UK,Premium,"Sci-Fi,Drama,Thriller",2.54,Afternoon,35
1441,42,Male,USA,Premium,"Romance,Thriller",2.69,Afternoon,20
1442,49,Female,India,Basic,Sci-Fi,5.5,Night,28
1443,37,Female,Australia,Standard,Thriller,0.97,Evening,2
1444,19,Female,Canada,Premium,Animation,1.34,Evening,27
1445,39,Male,France,Basic,"Drama,Documentary,Horror",8.0,Evening,3
1446,27,Male,Mexico,Standard,Romance,0.5,Evening,48
1447,28,Female,USA,Standard,"Fantasy,Sci-Fi",5.05,Night,21
1448,42,Male,USA,Basic,"Comedy,Horror,Drama",4.62,Afternoon,51
1449,49,Female,Canada,Standard,"Fantasy,Comedy",0.76,Evening,52
1450,35,Female,Australia,Standard,"Horror,Documentary,Drama",4.31,Night,7
1451,38,Male,USA,Basic,"Thriller,Comedy",1.0,Evening,51
1452,55,Female,India,Standard,"Drama,Romance",2.48,Morning,33
1453,37,Male,Canada,Standard,Documentary,1.48,Evening,45
1454,66,Female,UK,Standard,"Drama,Thriller",0.5,Morning,46
1455,41,Female,USA,Premium,Horror,5.64,Night,33
1456,18,Male,USA,Standard,"Action,Horror,Thriller",1.97,Evening,36
1457,44,Male,Australia,Standard,"Sci-Fi,Animation",1.64,Night,17
1458,39,Female,India,Premium,"Sci-Fi,Horror,Fantasy",5.29,Evening,6
1459,50,Female,UK,Premium,"Action,Fantasy,Horror",0.99,Evening,52
1460,43,Male,India,Basic,Fantasy,2.11,Night,21
1461,33,Female,Brazil,Standard,Fantasy,5.35,Evening,38
1462,20,Male,Canada,Standard,"Animation,Comedy",1.05,Morning,34
1463,32,Male,France,Standard,"Fantasy,Action",3.94,Night,49
1464,24,Male,UK,Premium,"Animation,Thriller",1.81,Evening,58
1465,28,Male,Germany,Premium,Romance,0.5,Afternoon,48
1466,42,Male,USA,Premium,"Comedy,Action",0.5,Evening,12
1467,55,Other,France,Standard,"Romance,Fantasy",3.24,Evening,12
1468,39,Male,USA,Standard,"Horror,Documentary,Thriller",0.76,Evening,18
1469,20,Male,Brazil,Premium,Action,4.23,Evening,48
1470,40,Male,Brazil,Standard,"Documentary,Sci-Fi",0.52,Afternoon,6
1471,49,Female,USA,Standard,"Documentary,Drama",2.1,Night,13
1472,27,Female,UK,Premium,"Sci-Fi,Documentary,Comedy",0.5,Afternoon,31
1473,33,Male,Canada,Standard,"Animation,Action,Drama",3.33,Evening,58
1474,35,Male,Germany,Standard,Thriller,3.63,Afternoon,25
1475,25,Male,USA,Premium,"Animation,Documentary,Drama",6.21,Night,48
1476,42,Male,Germany,Basic,"Animation,Horror,Action",2.06,Afternoon,24
1477,33,Male,USA,Basic,"Sci-Fi,Thriller",0.5,Evening,42
1478,40,Male,USA,Standard,Romance,4.4,Morning,11
1479,24,Male,USA,Standard,Fantasy,0.94,Evening,33
1480,29,Female,USA,Basic,Comedy,5.75,Morning,21
1481,43,Male,Australia,Standard,"Documentary,Drama,Romance",8.0,Evening,39
1482,30,Female,India,Standard,Animation,0.5,Evening,24
1483,55,Female,UK,Premium,"Drama,Romance",0.5,Afternoon,55
1484,30,Female,Canada,Standard,"Romance,Thriller,Horror",5.7,Evening,49
1485,37,Male,USA,Premium,"Thriller,Documentary",5.73,Evening,44
1486,46,Male,Germany,Standard,"Romance,Animation,Thriller",2.2,Evening,52
1487,18,Male,USA,Standard,"Fantasy,Horror",5.48,Evening,20
1488,18,Female,Germany,Standard,"Action,Documentary",6.67,Night,47
1489,18,Male,India,Basic,"Comedy,Thriller,Animation",2.03,Night,9
1490,50,Female,USA,Premium,"Fantasy,Animation,Comedy",2.9,Night,31
1491,28,Female,Australia,Standard,"Sci-Fi,Fantasy,Horror",2.38,Morning,28
1492,65,Male,USA,Basic,"Documentary,Sci-Fi,Action",0.5,Afternoon,54
1493,28,Female,UK,Standard,"Romance,Animation,Horror",1.43,Night,38
1494,37,Male,USA,Standard,"Horror,Documentary,Sci-Fi",2.86,Morning,5
1495,53,Male,UK,Standard,"Fantasy,Action,Horror",2.36,Evening,37
1496,59,Male,USA,Basic,"Comedy,Fantasy,Romance",0.61,Evening,41
1497,59,Male,UK,Basic,Romance,6.01,Night,34
1498,49,Female,UK,Standard,"Action,Thriller",3.83,Afternoon,10
1499,47,Male,UK,Standard,"Comedy,Romance",0.5,Evening,32
1500,42,Male,France,Standard,Action,1.05,Evening,37
1501,44,Female,India,Basic,"Animation,Fantasy",8.0,Evening,17
1502,28,Female,UK,Standard,Thriller,1.23,Evening,53
1503,25,Male,USA,Premium,"Animation,Romance",2.72,Afternoon,36
1504,34,Female,USA,Premium,"Sci-Fi,Action",0.5,Evening,36
1505,32,Female,Brazil,Premium,Fantasy,0.93,Evening,13
1506,29,Male,Germany,Basic,"Action,Romance",5.34,Evening,20
1507,43,Male,Canada,Premium,Documentary,1.79,Evening,51
1508,46,Male,USA,Standard,"Romance,Animation,Thriller",4.36,Night,38
1509,36,Female,UK,Premium,Comedy,0.5,Evening,19
1510,52,Female,USA,Standard,Comedy,2.74,Evening,22
1511,21,Female,India,Standard,Documentary,0.89,Night,16
1512,32,Female,Mexico,Standard,"Animation,Comedy,Sci-Fi",4.93,Evening,6
1513,26,Male,USA,Standard,"Thriller,Documentary,Horror",7.21,Evening,11
1514,18,Male,Canada,Premium,"Sci-Fi,Animation,Romance",2.91,Morning,10
1515,34,Male,USA,Premium,Thriller,0.5,Evening,31
1516,33,Female,UK,Premium,"Fantasy,Drama,Animation",1.58,Afternoon,18
1517,53,Female,Mexico,Standard,"Animation,Drama",1.56,Evening,32
1518,42,Male,Canada,Standard,"Horror,Romance",4.43,Afternoon,41
1519,22,Female,UK,Basic,Comedy,1.54,Evening,42
1520,57,Male,USA,Premium,"Romance,Horror,Documentary",1.01,Evening,47
1521,49,Male,Australia,Standard,"Horror,Drama",2.36,Evening,24
1522,41,Male,Germany,Premium,"Documentary,Thriller,Horror",2.6,Night,46
1523,32,Male,Canada,Standard,"Drama,Action,Horror",4.15,Evening,16
1524,23,Male,USA,Standard,Horror,5.77,Afternoon,29
1525,30,Male,UK,Premium,"Action,Comedy",5.52,Evening,39
1526,48,Male,India,Basic,"Action,Animation",2.46,Evening,25
1527,57,Male,Canada,Standard,Drama,1.86,Evening,40
1528,53,Female,UK,Basic,"Sci-Fi,Drama,Comedy",4.04,Evening,25
1529,29,Male,Canada,Premium,"Action,Horror",0.92,Morning,40
1530,21,Other,Australia,Basic,"Sci-Fi,Horror",3.55,Afternoon,45
1531,36,Male,UK,Basic,Comedy,1.76,Night,19
1532,18,Male,USA,Standard,"Drama,Animation,Sci-Fi",0.5,Afternoon,10
1533,38,Male,Germany,Standard,"Fantasy,Documentary",3.49,Night,1
1534,33,Male,France,Standard,"Sci-Fi,Romance",2.61,Evening,27
1535,29,Female,Japan,Basic,"Action,Horror,Animation",0.5,Night,22
1536,18,Male,Mexico,Premium,"Fantasy,Drama",1.5,Afternoon,28
1537,41,Female,UK,Premium,"Thriller,Sci-Fi",1.67,Evening,48
1538,28,Female,USA,Standard,"Sci-Fi,Thriller",2.65,Afternoon,35
1539,20,Female,India,Premium,Fantasy,2.84,Night,3
1540,18,Female,UK,Standard,Action,0.53,Evening,38
1541,34,Female,Germany,Standard,"Comedy,Thriller",0.5,Evening,26
1542,56,Male,France,Standard,Drama,3.95,Night,44
1543,54,Female,Canada,Standard,Action,8.0,Afternoon,57
1544,29,Male,USA,Standard,Fantasy,7.06,Morning,5
1545,27,Male,Japan,Standard,Documentary,1.74,Evening,48
1546,40,Male,Australia,Premium,"Romance,Action",1.88,Evening,49
1547,23,Female,Germany,Standard,Horror,6.67,Evening,10
1548,38,Female,Canada,Standard,Fantasy,1.96,Evening,7
1549,44,Male,USA,Basic,Horror,0.81,Morning,30
1550,49,Female,USA,Standard,"Animation,Fantasy,Action",2.83,Evening,25
1551,33,Male,UK,Standard,Romance,1.62,Afternoon,42
1552,32,Male,UK,Standard,Sci-Fi,3.84,Morning,34
1553,24,Male,India,Premium,Drama,3.82,Evening,47
1554,25,Male,Australia,Premium,Animation,6.87,Evening,57
1555,32,Male,France,Standard,"Comedy,Sci-Fi",0.5,Evening,21
1556,39,Female,Canada,Standard,Documentary,1.84,Evening,29
1557,45,Female,USA,Premium,"Horror,Animation",3.85,Night,17
1558,25,Male,India,Standard,Thriller,1.43,Evening,36
1559,52,Female,UK,Basic,"Horror,Fantasy",2.46,Afternoon,40
1560,31,Female,USA,Standard,"Romance,Fantasy",4.25,Evening,51
1561,34,Female,Canada,Basic,Thriller,1.6,Night,21
1562,26,Female,Mexico,Premium,"Thriller,Documentary",1.31,Morning,34
1563,18,Male,Mexico,Standard,Documentary,0.5,Night,53
1564,45,Female,USA,Standard,Romance,4.35,Evening,16
1565,43,Female,Mexico,Basic,Documentary,3.97,Evening,46
1566,31,Male,USA,Standard,"Sci-Fi,Documentary,Action",3.4,Evening,44
1567,35,Male,USA,Premium,"Sci-Fi,Action",1.25,Afternoon,9
1568,41,Female,Brazil,Basic,"Action,Romance",2.19,Night,44
1569,18,Male,Mexico,Standard,"Comedy,Thriller,Sci-Fi",0.5,Night,3
1570,28,Other,Germany,Premium,"Sci-Fi,Drama",0.96,Night,23
1571,44,Male,Germany,Standard,"Romance,Horror",1.43,Afternoon,13
1572,19,Female,Brazil,Standard,"Animation,Action",0.5,Evening,38
1573,38,Male,Australia,Standard,"Romance,Sci-Fi",0.5,Evening,34
1574,18,Female,Mexico,Standard,Fantasy,4.43,Evening,30
1575,40,Female,Germany,Basic,"Comedy,Documentary",8.0,Evening,39
1576,34,Male,India,Basic,"Sci-Fi,Fantasy",0.97,Night,26
1577,18,Female,India,Standard,"Comedy,Documentary,Drama",0.5,Evening,32
1578,48,Male,USA,Premium,Sci-Fi,6.85,Evening,20
1579,26,Male,Brazil,Basic,"Thriller,Drama,Horror",6.14,Evening,46
1580,25,Male,Canada,Standard,"Romance,Thriller,Sci-Fi",2.66,Evening,38
1581,37,Female,UK,Standard,Fantasy,1.03,Afternoon,55
1582,48,Male,Germany,Premium,"Animation,Horror,Documentary",0.5,Evening,9
1583,22,Male,USA,Standard,"Fantasy,Drama",7.01,Evening,39
1584,35,Male,Canada,Premium,"Action,Animation,Documentary",6.33,Evening,51
1585,40,Female,Mexico,Basic,Animation,3.4,Afternoon,57
1586,43,Female,USA,Premium,"Horror,Drama",6.79,Night,16
1587,37,Male,UK,Standard,"Action,Animation,Thriller",0.5,Night,45
1588,30,Male,India,Standard,Thriller,0.5,Night,38
1589,25,Female,UK,Standard,"Romance,Drama,Fantasy",0.53,Evening,4
1590,36,Male,UK,Premium,Action,0.61,Evening,12
1591,22,Female,UK,Basic,Sci-Fi,4.39,Evening,26
1592,18,Female,Canada,Basic,"Action,Thriller",6.37,Night,53
1593,40,Female,France,Standard,Action,0.61,Evening,10
1594,45,Male,Australia,Premium,Fantasy,1.55,Afternoon,16
1595,18,Female,Canada,Premium,"Thriller,Fantasy",1.52,Evening,1
1596,22,Female,Brazil,Standard,"Documentary,Horror",0.5,Afternoon,12
1597,42,Female,Canada,Standard,Sci-Fi,4.8,Evening,52
1598,59,Male,UK,Basic,Drama,1.85,Evening,51
1599,35,Male,France,Premium,"Action,Animation,Fantasy",2.09,Evening,22
1600,26,Male,Japan,Premium,Documentary,0.75,Evening,57
1601,32,Female,Germany,Standard,Thriller,2.05,Night,29
1602,51,Female,USA,Standard,"Thriller,Sci-Fi",3.93,Evening,19
1603,27,Male,USA,Premium,Comedy,0.91,Evening,30
1604,25,Male,USA,Premium,"Sci-Fi,Documentary,Horror",0.5,Afternoon,28
1605,29,Male,USA,Standard,"Documentary,Horror,Romance",2.19,Afternoon,21
1606,23,Female,France,Standard,"Animation,Romance",2.53,Afternoon,18
1607,36,Female,USA,Standard,"Comedy,Fantasy",0.56,Afternoon,41
1608,54,Male,Japan,Standard,"Horror,Comedy",0.71,Evening,24
1609,38,Male,USA,Standard,"Action,Drama",0.5,Afternoon,26
1610,31,Male,UK,Standard,"Action,Horror,Fantasy",6.36,Evening,36
1611,31,Female,Canada,Standard,Documentary,0.6,Afternoon,43
1612,18,Female,USA,Standard,"Documentary,Fantasy,Animation",0.5,Evening,56
1613,45,Female,Mexico,Standard,"Animation,Drama,Sci-Fi",4.58,Afternoon,16
1614,34,Male,USA,Standard,"Fantasy,Comedy,Animation",4.06,Afternoon,58
1615,32,Female,UK,Premium,"Fantasy,Action",1.52,Evening,52
1616,73,Male,Brazil,Standard,Drama,3.99,Evening,32
1617,38,Female,Germany,Basic,"Documentary,Action",1.49,Afternoon,2
1618,25,Male,USA,Standard,Comedy,0.64,Afternoon,9
1619,29,Female,UK,Premium,"Horror,Animation,Romance",1.39,Afternoon,18
1620,48,Female,France,Premium,"Romance,Thriller",1.67,Evening,49
1621,36,Female,India,Standard,Horror,0.5,Evening,49
1622,18,Female,Mexico,Premium,"Action,Fantasy,Documentary",0.5,Evening,46
