user_id,show_id,rating,liked,minutes_watched,watch_percentage,interaction_date
4,606400,7.8,1,79,65.9,2024-03-05
3047,96724,5.7,0,44,37.4,2024-04-29
3522,489418,5.8,0,56,47.2,2024-11-12
1945,172847,4.2,0,1,1.0,2024-08-22
932,1010821,8.1,1,113,94.7,2024-04-20
1729,404378,7.0,1,45,38.1,2024-12-07
1825,1058833,7.6,0,53,44.3,2024-12-09
4094,151071,5.9,0,53,44.3,2024-08-01
1097,431259,8.9,1,84,70.1,2024-09-27
3989,474395,6.7,1,48,40.8,2024-12-04
5,1413163,8.4,0,55,46.6,2024-09-22
2637,744742,6.5,1,117,97.6,2024-05-30
584,158921,8.0,1,116,97.2,2024-06-08
614,259963,2.1,0,40,33.6,2024-06-29
105,1276644,4.2,0,94,78.4,2024-05-04
4782,79697,4.1,0,106,88.9,2024-01-11
2664,297608,5.5,0,12,10.5,2024-06-20
1588,1225862,6.8,0,34,28.4,2024-02-16
4675,766431,8.7,1,20,17.2,2024-06-22
4686,509730,4.9,1,113,95.0,2024-02-21
123,1312157,9.8,1,98,82.3,2024-07-27
2472,932420,7.5,0,13,11.0,2024-10-17
696,507903,2.0,0,107,90.0,2024-09-29
1549,117251,3.0,0,46,38.4,2024-01-30
3851,84057,3.8,0,80,67.4,2024-11-10
3545,359790,8.0,1,112,94.2,2024-05-26
3765,818110,3.6,0,31,25.9,2024-04-08
4980,139519,4.6,1,103,86.7,2024-04-25
2947,135579,8.4,1,14,11.8,2024-10-06
1724,497864,9.9,1,49,41.1,2024-06-15
3667,82887,9.7,1,84,70.1,2024-01-04
3569,665139,8.7,1,64,53.8,2024-01-30
3383,377587,1.0,0,42,35.7,2024-01-02
698,1279752,8.6,1,106,88.5,2024-08-18
267,80591,2.8,0,48,40.4,2024-05-12
1146,582206,7.1,1,89,74.2,2024-07-14
174,570480,8.0,1,51,42.5,2024-01-20
1764,115023,6.6,0,4,4.1,2024-10-16
680,533938,5.4,1,85,71.4,2024-06-09
874,352490,3.9,0,20,16.7,2024-09-03
4610,1086260,5.1,1,94,79.1,2024-10-30
78,26022,6.5,0,5,4.7,2024-06-28
2799,818511,3.8,0,114,95.1,2024-05-03
3776,74549,5.9,1,107,90.0,2024-03-04
4242,258096,3.5,0,7,6.6,2024-04-12
548,137116,7.1,1,111,93.3,2024-10-14
1631,50725,5.8,0,22,18.4,2024-03-04
403,116463,4.9,1,16,13.9,2024-04-10
1720,633515,7.8,0,9,7.8,2024-11-07
3317,669664,4.9,1,4,3.4,2024-11-13
637,854188,5.0,1,67,56.7,2024-04-27
1686,947166,4.0,0,1,1.0,2024-02-27
3893,820722,6.4,0,98,82.4,2024-06-19
2355,76815,4.9,0,20,16.7,2024-12-30
628,748853,6.1,1,103,86.1,2024-04-11
2215,87178,9.1,1,102,85.2,2024-06-02
2354,827931,6.1,0,1,1.5,2024-11-22
4026,709629,5.1,0,37,31.1,2024-01-19
2036,10679,6.1,1,99,82.9,2024-03-07
2338,249397,8.3,1,71,59.5,2024-06-29
2365,593961,4.8,0,66,55.2,2024-04-20
2646,18823,9.0,1,26,21.9,2024-03-03
1057,522518,5.6,1,115,95.8,2024-11-13
2219,1264429,6.6,0,54,45.3,2024-08-07
1184,360339,7.9,1,107,89.9,2024-01-19
4302,140212,4.2,0,37,30.9,2024-11-30
3934,117325,2.5,0,15,13.0,2024-01-31
3666,773736,6.5,1,119,100.0,2024-08-11
2266,385332,7.5,1,20,17.3,2024-06-04
230,593655,5.5,0,16,14.0,2024-11-28
2938,888195,7.6,1,9,7.6,2024-09-24
1580,75198,9.4,1,95,79.6,2024-11-10
714,107846,7.7,1,24,20.5,2024-08-15
3312,1302151,4.5,1,45,38.0,2024-09-07
1995,869612,2.8,0,36,30.1,2024-06-28
16,584850,5.7,1,80,67.2,2024-12-10
3963,412117,5.5,1,114,95.4,2024-06-13
4608,85735,3.8,0,40,33.6,2024-04-26
4461,83727,3.5,0,14,12.0,2024-12-28
1151,421848,7.1,1,64,53.9,2024-09-09
3035,531949,8.0,1,22,18.7,2024-08-07
4589,146243,4.7,0,45,37.9,2024-02-17
37,91759,7.0,0,5,4.7,2024-08-18
241,1299372,4.3,0,28,23.9,2024-07-15
355,1431647,5.4,1,106,88.5,2024-12-02
3620,990140,4.1,0,66,55.8,2024-02-07
470,222715,6.5,1,61,50.9,2024-04-18
256,592695,3.6,0,10,8.8,2024-06-20
501,557946,6.8,1,68,56.8,2024-02-13
1346,808087,7.2,1,110,92.2,2024-04-11
3140,1297763,7.3,1,81,68.3,2024-04-18
1802,305143,8.6,1,34,28.7,2024-04-29
3188,654299,7.0,1,47,39.8,2024-06-30
4183,119360,6.7,1,67,56.5,2024-07-08
3462,231164,8.1,1,39,32.8,2024-05-22
1857,41210,5.7,0,49,41.5,2024-03-27
2166,103327,4.7,0,1,1.4,2024-02-17
4284,1255187,8.2,1,86,71.8,2024-11-16
852,512200,1.9,0,31,26.3,2024-10-19
3813,78182,4.0,0,11,9.6,2024-05-18
2617,44263,5.4,1,107,89.8,2024-10-02
3589,634521,7.8,1,55,46.1,2024-10-08
288,666950,2.9,0,25,21.3,2024-07-09
416,397243,7.9,0,25,21.0,2024-04-23
4107,503403,6.5,0,27,22.9,2024-09-17
2145,512901,5.1,1,112,94.1,2024-05-04
311,581389,3.8,0,69,57.5,2024-12-08
3643,1402719,6.7,0,54,45.0,2024-03-18
1362,396254,1.6,0,1,1.0,2024-07-28
1928,347392,7.7,0,24,20.5,2024-08-26
3571,410876,7.3,0,12,10.0,2024-10-09
1458,483983,9.9,1,40,34.0,2024-10-03
4726,484510,8.0,0,100,83.7,2024-10-29
1507,1207123,2.9,0,59,49.2,2024-03-17
4446,581389,9.3,1,60,50.6,2024-12-01
3238,375785,6.9,1,21,17.6,2024-11-25
2652,242575,1.4,0,11,9.3,2024-11-24
4073,8952,7.2,0,28,24.0,2024-10-21
523,1192077,2.0,0,119,99.9,2024-08-17
1510,574088,5.6,1,4,3.9,2024-09-18
618,97020,7.9,1,2,2.3,2024-07-17
1755,1410900,4.7,0,5,4.9,2024-03-19
2154,269198,6.2,0,53,44.7,2024-10-09
215,1033023,6.7,1,30,25.4,2024-03-04
4951,1430276,5.7,0,7,6.2,2024-10-30
3912,219553,7.5,0,16,14.1,2024-10-22
4366,746419,7.9,0,4,4.2,2024-11-14
2405,514619,7.2,1,116,97.2,2024-02-15
498,614917,5.2,0,9,7.9,2024-01-12
126,1122932,4.4,0,106,88.5,2024-10-28
4077,963746,4.1,0,49,41.2,2024-12-26
1824,720042,6.6,0,15,13.0,2024-12-16
1631,524318,3.4,0,14,12.2,2024-05-15
2384,843633,7.6,1,52,43.8,2024-04-28
795,660120,4.8,0,8,6.8,2024-06-06
2641,127867,7.0,0,16,13.6,2024-04-29
3712,317925,6.0,0,20,17.4,2024-12-17
1199,1431749,7.4,0,12,10.6,2024-01-01
2160,503125,3.3,0,9,8.2,2024-11-03
4939,716309,6.1,1,69,58.0,2024-11-30
3186,280996,4.8,1,80,66.9,2024-07-11
1942,653658,7.4,1,56,47.2,2024-08-12
1340,136466,4.0,0,3,2.8,2024-08-12
2604,616651,8.6,1,17,14.2,2024-11-01
561,568332,4.2,0,21,17.6,2024-11-25
1963,38365,6.6,0,15,13.0,2024-10-02
2118,378423,4.9,0,2,2.4,2024-08-06
3654,1302004,10.0,1,97,81.6,2024-12-17
1197,484133,7.5,1,85,71.2,2024-09-09
1305,209232,5.8,1,113,94.3,2024-05-11
3588,583903,6.6,0,73,61.5,2024-08-23
1332,246196,4.9,0,117,98.1,2024-02-07
346,936622,4.3,0,80,67.2,2024-04-06
3401,333386,2.1,0,5,5.0,2024-02-19
1607,211755,3.8,0,24,20.5,2024-09-13
3761,199928,7.0,1,99,83.2,2024-05-12
3551,61202,7.6,1,85,71.0,2024-06-23
4008,58699,7.5,1,37,31.4,2024-01-08
4430,1421979,5.8,0,79,66.6,2024-04-30
3976,1049233,4.1,0,70,58.4,2024-08-11
3326,664040,7.2,0,35,29.8,2024-09-24
2483,391700,6.8,1,27,22.8,2024-05-05
4588,1212142,5.5,0,10,8.9,2024-03-09
54,957314,5.7,0,47,39.7,2024-05-25
2238,549514,4.0,0,62,51.8,2024-02-09
78,40161,4.5,0,42,35.1,2024-06-18
2760,93837,7.8,1,66,55.5,2024-04-28
3557,715287,9.2,1,41,35.0,2024-02-13
1945,231401,4.8,0,3,3.3,2024-03-26
1349,10192,4.9,0,18,15.8,2024-03-17
1853,359108,3.2,0,19,16.0,2024-12-18
805,176124,9.5,1,119,100.0,2024-08-21
2200,1078023,8.5,1,93,78.3,2024-02-17
4064,529982,9.3,1,75,62.7,2024-06-08
80,387062,1.4,0,75,63.1,2024-06-10
4394,1169361,6.0,0,38,32.1,2024-01-10
998,390635,6.4,1,58,49.0,2024-02-05
2190,1075523,6.5,1,89,74.8,2024-01-01
3577,593680,6.7,1,19,15.9,2024-05-02
4517,587807,8.2,1,72,60.7,2024-05-20
4160,475210,5.0,0,50,41.9,2024-01-14
3591,682507,3.5,0,7,6.3,2024-10-09
1317,807196,7.0,0,63,52.8,2024-12-19
52,658905,3.4,0,1,1.1,2024-12-15
51,82702,4.1,1,29,24.8,2024-01-31
3784,234951,5.9,0,17,14.5,2024-09-19
2919,789413,3.8,0,27,23.3,2024-11-02
1733,1114513,9.4,1,59,49.8,2024-02-22
4452,572751,5.7,1,95,79.8,2024-02-10
4131,630916,8.7,1,80,66.8,2024-11-16
4587,227262,7.0,1,16,13.6,2024-06-20
1745,50845,4.9,1,116,96.7,2024-10-02
120,201066,5.9,0,73,61.1,2024-07-27
15,106717,3.6,0,18,15.1,2024-02-21
3502,501989,3.4,0,89,74.6,2024-12-04
4591,301846,9.9,1,19,15.9,2024-02-19
2914,308447,7.3,0,103,86.5,2024-02-23
2482,57800,6.5,1,105,88.1,2024-11-14
3184,660267,4.2,0,52,43.8,2024-11-06
619,53190,4.6,1,21,18.0,2024-11-04
2588,402696,3.6,0,30,25.5,2024-03-21
4721,924423,5.7,0,2,1.7,2024-03-11
916,370097,5.9,1,95,80.0,2024-07-20
1487,340945,7.1,0,10,8.5,2024-07-09
1648,409617,4.4,0,13,11.1,2024-05-04
4768,340819,5.5,0,62,52.1,2024-09-07
704,477657,8.0,1,48,40.3,2024-04-09
288,893712,4.1,1,106,88.7,2024-12-04
3721,493551,6.7,0,65,54.3,2024-09-12
3692,1086497,4.8,0,1,1.0,2024-01-14
1482,106845,7.9,1,113,95.0,2024-01-23
3282,758902,8.4,1,28,23.5,2024-08-09
598,513045,7.8,0,5,4.2,2024-11-29
1336,325348,7.5,1,68,56.7,2024-08-25
604,1032642,2.6,0,11,9.4,2024-01-11
359,511652,2.8,0,7,6.6,2024-09-23
1043,452507,4.9,0,88,74.0,2024-12-13
934,451925,6.0,1,66,55.4,2024-03-22
1808,147441,9.8,1,61,51.1,2024-07-11
4030,1172267,8.6,1,83,69.4,2024-12-17
2079,111479,4.2,1,106,88.6,2024-03-17
1549,838240,7.9,1,28,23.3,2024-09-04
3484,444902,3.7,0,31,26.3,2024-01-24
3677,183443,7.2,1,69,58.0,2024-07-25
30,36085,7.0,0,58,49.0,2024-03-06
4421,482204,2.7,0,2,2.0,2024-07-03
2065,117098,5.9,0,36,30.1,2024-07-03
2757,485470,3.7,0,1,1.6,2024-07-05
1018,1094403,2.5,0,24,20.1,2024-08-14
4477,587496,7.3,0,45,37.7,2024-09-02
2683,101733,8.9,1,119,99.6,2024-06-27
1999,810511,5.3,1,9,8.2,2024-09-15
526,357940,8.6,1,50,42.3,2024-10-26
595,586047,5.5,1,82,68.9,2024-04-29
3615,797294,3.7,0,38,32.3,2024-03-25
4355,352157,7.3,1,67,56.0,2024-07-10
3301,56272,7.1,0,34,28.8,2024-08-14
592,881209,5.9,1,118,98.6,2024-08-28
2640,1214130,7.9,1,62,52.2,2024-07-16
222,312408,7.9,1,66,55.7,2024-12-18
2747,449664,7.8,1,104,87.2,2024-11-24
315,479259,4.8,0,77,64.4,2024-03-29
4621,84057,3.3,0,6,5.3,2024-08-22
4167,49021,7.6,1,67,56.2,2024-09-12
942,1053592,5.7,0,20,17.1,2024-09-05
3155,82756,5.5,1,18,15.8,2024-08-29
2900,605735,5.4,1,97,81.5,2024-06-24
1487,653569,4.8,1,53,44.3,2024-01-14
2224,705861,8.6,1,95,79.5,2024-10-15
3328,5492,2.8,0,2,1.8,2024-02-29
2212,246524,9.8,1,86,72.0,2024-06-06
1395,272435,1.0,0,3,2.9,2024-05-15
4014,501902,6.0,1,12,10.7,2024-04-10
1550,248390,7.2,0,79,65.9,2024-05-12
2079,64786,5.3,0,29,24.6,2024-09-09
4431,422154,10.0,1,72,60.8,2024-08-31
3372,1037603,7.9,0,41,34.6,2024-04-08
4483,481432,5.0,1,95,79.2,2024-01-27
3995,554596,9.4,1,18,15.5,2024-02-28
791,82190,4.7,0,18,15.6,2024-02-09
569,898994,3.0,0,14,12.4,2024-05-16
15,1094009,7.9,1,72,60.7,2024-01-16
1291,357096,1.5,0,22,18.7,2024-07-27
3154,144204,4.9,0,63,52.7,2024-05-09
327,135579,6.6,1,93,77.8,2024-11-17
3625,34751,7.6,1,55,46.0,2024-03-31
3228,446663,8.5,1,82,69.0,2024-12-09
64,218043,4.9,0,63,53.2,2024-06-06
1878,793147,6.0,1,118,98.5,2024-12-27
356,1216571,6.2,0,85,71.2,2024-03-15
837,70740,6.1,0,7,6.3,2024-11-01
779,34583,8.8,1,118,98.8,2024-09-08
4406,311291,1.0,0,17,14.8,2024-04-02
4006,345165,7.5,1,118,99.0,2024-01-11
815,82679,8.4,1,42,35.6,2024-08-30
4148,1018306,7.7,0,11,10.0,2024-09-19
2322,205321,3.0,0,115,96.1,2024-12-11
4445,936952,6.8,1,70,58.9,2024-03-05
1348,270479,9.8,1,76,63.4,2024-01-19
1404,440642,2.9,0,20,16.7,2024-11-11
1950,146223,5.9,1,111,92.9,2024-09-04
4598,723294,5.3,1,4,3.4,2024-12-02
1394,539626,3.1,0,27,23.1,2024-03-16
409,1022964,10.0,1,67,56.5,2024-04-26
1036,760336,6.1,0,71,59.2,2024-07-28
2937,923597,5.3,0,4,3.9,2024-10-22
559,1435140,3.3,0,96,80.8,2024-01-08
387,1287842,4.7,0,9,8.2,2024-07-04
1255,920342,5.8,1,113,95.0,2024-06-09
1585,389425,6.7,0,40,33.5,2024-05-12
4278,1390806,4.3,1,106,88.6,2024-03-04
2998,946620,9.0,1,67,56.4,2024-06-21
195,294992,2.3,0,43,36.4,2024-12-01
2527,212153,7.5,1,91,76.2,2024-09-09
1061,581389,3.6,0,6,5.2,2024-09-01
4647,888082,7.6,1,75,62.8,2024-02-20
185,186988,7.5,1,31,26.2,2024-01-14
4089,355020,1.0,0,70,58.8,2024-12-13
3610,1081400,6.1,0,101,84.2,2024-06-28
317,859610,6.9,0,17,14.7,2024-03-22
2620,193722,5.7,0,30,25.5,2024-05-17
623,291264,6.7,1,65,54.6,2024-10-13
3908,146955,5.1,1,29,24.7,2024-02-28
3335,284274,8.3,1,98,82.3,2024-10-21
3159,514575,4.6,0,90,75.7,2024-04-11
1740,1081313,8.8,1,13,11.1,2024-10-09
4621,336652,6.1,0,104,87.2,2024-11-20
2498,345235,8.1,1,34,29.1,2024-09-23
3125,747358,6.4,0,11,9.4,2024-10-24
3340,877269,4.9,1,108,90.6,2024-08-01
1238,644089,8.0,1,42,35.1,2024-11-14
532,546230,4.4,0,11,9.9,2024-12-08
707,542196,2.3,0,14,12.2,2024-05-24
1585,628964,8.4,1,13,11.4,2024-02-10
1858,287935,4.7,0,64,54.0,2024-03-28
4334,1058615,6.0,0,47,39.2,2024-08-01
4636,405817,8.7,1,1,1.0,2024-08-09
3129,1077782,7.4,1,31,26.3,2024-12-10
3835,419590,7.0,1,24,20.7,2024-02-18
3213,1058699,5.6,1,4,4.0,2024-02-16
953,366142,5.3,0,40,34.0,2024-10-05
4129,71254,4.3,0,6,5.8,2024-12-02
3223,512412,10.0,1,49,41.3,2024-10-31
4483,713776,8.7,1,49,41.2,2024-12-08
4636,356486,10.0,1,49,41.0,2024-07-24
1886,693979,3.7,0,73,61.4,2024-08-09
732,1422211,3.2,0,15,13.1,2024-02-19
4157,1160195,6.9,0,22,18.4,2024-11-19
2591,604362,3.0,0,31,25.9,2024-07-29
1737,157849,7.8,1,14,12.2,2024-12-27
3045,1406031,4.7,1,101,84.8,2024-04-13
4106,357786,8.1,1,99,82.8,2024-08-28
493,602305,1.7,0,114,95.5,2024-10-16
3936,50393,7.0,0,34,28.8,2024-09-09
3971,1008102,7.5,1,65,54.8,2024-11-27
450,273271,3.1,0,27,23.1,2024-11-20
1,503616,7.4,1,80,66.8,2024-11-26
1780,37905,5.4,0,4,4.1,2024-03-10
2877,489412,8.3,1,79,66.5,2024-06-07
1413,566232,6.8,1,36,30.5,2024-07-24
4747,463364,4.6,1,98,81.9,2024-11-23
2788,345363,7.3,1,87,72.9,2024-10-29
3464,265226,5.9,0,23,19.7,2024-05-12
111,271826,6.2,1,102,85.7,2024-01-16
2703,1208850,6.5,0,50,41.9,2024-06-25
1710,278927,4.9,1,72,60.6,2024-09-30
655,111407,3.5,0,34,29.1,2024-09-25
1972,318044,5.8,1,113,94.3,2024-12-23
687,486898,5.0,0,26,21.8,2024-04-09
2967,87584,6.3,1,10,8.8,2024-05-26
1395,451877,4.8,0,13,11.3,2024-11-12
52,829051,4.7,0,81,67.8,2024-07-05
1578,1425662,5.7,1,11,9.6,2024-12-17
2560,763633,7.4,1,72,60.7,2024-12-11
654,373451,7.7,1,115,96.4,2024-11-05
2891,239568,5.1,0,79,66.5,2024-08-08
155,1038727,7.7,0,28,23.8,2024-05-15
3758,282728,8.1,1,119,99.5,2024-10-14
4964,631143,6.4,0,32,27.4,2024-01-08
899,767896,6.9,0,38,32.0,2024-06-05
4380,396158,7.2,0,3,3.2,2024-03-06
1296,791570,4.1,1,4,3.5,2024-01-14
3551,86834,3.5,0,91,76.5,2024-11-07
616,314405,4.3,0,8,6.8,2024-03-21
4386,346646,4.6,0,117,97.8,2024-09-22
3319,74018,3.1,0,14,12.1,2024-01-23
927,114606,7.4,1,113,94.3,2024-11-26
2716,1209423,5.0,0,87,72.6,2024-05-05
241,1050266,6.3,1,37,31.2,2024-03-30
4024,423377,7.4,0,25,21.4,2024-06-16
4718,946310,5.2,0,1,1.0,2024-05-29
4543,78214,7.5,1,6,5.8,2024-12-01
2679,715756,7.4,1,73,61.0,2024-01-05
8,1171462,7.4,1,46,39.0,2024-12-29
1702,936952,6.0,1,100,83.6,2024-10-16
1108,778855,7.0,1,92,77.2,2024-04-07
1572,143567,6.0,0,34,28.5,2024-06-19
1782,1425725,6.0,0,7,5.9,2024-07-24
4417,92499,8.5,1,117,97.5,2024-07-04
1758,791177,7.6,1,95,79.7,2024-11-09
386,463906,6.7,0,59,49.9,2024-03-12
3901,450509,7.7,0,5,4.6,2024-07-07
1089,1404401,9.6,1,55,46.0,2024-07-04
2302,1281933,7.1,1,113,94.4,2024-02-09
110,1405984,2.3,0,31,26.3,2024-02-10
1151,768744,3.4,0,14,12.2,2024-03-09
1227,91070,6.8,0,104,87.4,2024-04-04
4968,689948,10.0,1,115,95.9,2024-12-24
4810,457697,8.2,1,39,32.9,2024-01-14
4563,63710,4.6,1,52,43.4,2024-05-20
1809,274336,6.7,0,40,34.0,2024-05-20
751,242606,8.1,1,24,20.6,2024-06-08
3956,995803,2.4,0,9,7.8,2024-01-06
1660,256522,5.2,0,12,10.5,2024-03-22
2538,589157,5.6,1,112,94.0,2024-06-18
3594,546728,2.3,0,106,88.5,2024-08-30
4852,323366,6.2,0,14,11.7,2024-04-20
3978,749727,7.8,1,92,77.1,2024-01-23
4685,1249728,8.4,0,10,8.4,2024-01-24
1886,132363,4.2,0,2,2.0,2024-11-29
1632,611207,4.2,0,76,63.4,2024-12-09
3964,414453,8.6,1,5,4.7,2024-07-27
1992,63350,9.6,1,77,64.2,2024-01-07
4672,206284,5.8,1,39,33.2,2024-05-04
2491,444431,5.3,0,4,3.3,2024-03-08
1579,359790,3.7,0,55,46.4,2024-09-01
366,949701,5.3,0,44,37.4,2024-02-22
2145,451713,3.8,0,6,5.1,2024-03-12
483,45657,1.0,0,2,2.4,2024-04-10
121,69771,7.1,1,112,93.5,2024-03-30
1777,755437,5.4,1,54,45.3,2024-08-12
4546,226672,5.2,1,1,1.5,2024-01-08
4631,579831,5.7,1,90,75.1,2024-06-22
4188,550440,4.6,1,72,60.6,2024-01-08
3368,1433392,4.3,0,88,73.5,2024-08-08
2251,1104171,5.7,1,113,94.2,2024-12-19
315,1204886,8.5,1,117,98.2,2024-03-02
3895,338967,4.0,1,115,96.2,2024-07-11
1796,343795,8.0,1,114,95.4,2024-12-09
1117,615684,5.3,1,117,97.6,2024-08-26
1199,1017633,6.4,1,75,63.0,2024-01-03
1969,512195,7.8,0,21,17.6,2024-06-18
2679,209451,3.7,0,13,11.5,2024-05-30
684,803700,7.3,1,108,90.2,2024-05-17
4761,492008,5.9,0,16,14.1,2024-09-22
1294,809717,7.1,1,111,93.2,2024-06-14
3596,752623,6.4,1,111,92.9,2024-07-01
2042,331392,6.9,1,40,33.6,2024-03-16
621,738231,6.2,1,66,55.3,2024-09-29
402,878508,5.9,0,117,97.7,2024-09-26
1894,254375,6.2,1,20,17.2,2024-07-09
1037,136406,3.2,0,12,10.2,2024-09-10
4062,142563,8.9,1,81,68.2,2024-12-11
3016,366170,6.9,1,89,74.8,2024-08-19
4107,40722,7.9,1,95,79.5,2024-08-07
3243,845844,7.4,0,61,51.1,2024-12-01
2031,50837,4.1,1,98,81.9,2024-02-27
771,1005835,5.5,1,95,79.5,2024-04-13
1176,324465,7.7,1,101,84.6,2024-12-04
3386,369059,4.6,0,71,59.7,2024-01-15
59,316715,6.8,0,101,84.5,2024-04-29
4349,1262426,1.0,0,70,58.4,2024-05-11
4357,403052,3.5,0,118,98.7,2024-01-10
3036,826680,5.9,0,115,96.1,2024-07-07
2358,1014226,2.4,0,7,6.6,2024-06-25
1295,170657,7.8,0,35,29.9,2024-07-15
2930,345922,4.4,0,104,87.4,2024-01-24
3322,857729,5.9,1,76,63.8,2024-05-02
417,920538,3.8,0,1,1.1,2024-10-22
855,640882,4.6,0,35,29.9,2024-12-24
1007,1049942,4.8,1,40,34.0,2024-01-28
3592,32612,6.7,1,11,10.0,2024-03-29
2602,44638,5.4,0,106,89.0,2024-08-30
4136,1418815,5.8,0,7,6.0,2024-07-31
4017,79073,6.5,0,1,1.0,2024-01-06
4289,532973,6.4,0,88,74.1,2024-05-23
3553,132759,9.4,1,97,81.3,2024-05-24
3737,73499,9.5,1,76,63.9,2024-02-16
4848,719128,5.2,1,91,76.4,2024-09-02
1650,54186,5.4,1,1,1.0,2024-08-02
1769,464111,5.2,0,41,34.9,2024-01-07
4981,42188,6.7,0,70,59.0,2024-05-13
1388,538225,1.4,0,37,31.4,2024-02-16
4518,840889,7.9,1,6,5.1,2024-11-17
3066,243684,5.6,0,18,15.4,2024-03-07
392,1329912,6.6,0,113,94.6,2024-09-24
3792,22907,6.4,1,15,13.2,2024-08-30
391,560491,1.9,0,5,4.7,2024-02-22
319,270302,4.3,0,38,32.3,2024-08-19
6,12819,4.8,1,27,22.8,2024-01-29
4574,330115,9.1,1,118,98.4,2024-01-06
268,94329,5.7,0,6,5.0,2024-03-08
3969,433247,7.1,1,15,12.6,2024-12-27
3825,87101,3.6,0,90,75.2,2024-02-11
2999,1012148,3.1,0,21,17.8,2024-02-01
2259,72334,6.7,0,106,88.9,2024-11-01
4863,1405742,5.4,0,22,19.0,2024-09-14
4836,201086,9.3,1,100,83.4,2024-07-20
1167,1075334,6.8,1,26,21.9,2024-03-11
1927,811050,2.0,0,1,1.0,2024-04-01
4310,605375,8.7,1,111,92.7,2024-01-12
2209,413362,6.6,0,57,48.2,2024-04-10
1498,44678,4.3,0,4,4.1,2024-01-12
4555,664332,4.0,0,16,14.2,2024-09-28
1030,1078374,4.2,1,70,58.7,2024-09-23
3125,104634,3.5,0,34,28.8,2024-11-06
1770,385103,7.5,1,80,67.1,2024-04-20
1289,1214522,6.6,1,79,66.1,2024-10-04
3074,310135,4.8,1,8,6.8,2024-03-01
164,581997,6.2,1,85,71.5,2024-07-04
834,228496,3.9,0,1,1.3,2024-06-23
734,597295,9.4,1,39,32.5,2024-10-27
3739,615177,3.9,0,86,72.3,2024-08-05
3197,477666,3.2,0,27,23.0,2024-04-30
813,307479,2.1,0,52,43.6,2024-10-21
4493,1422037,7.2,0,106,89.1,2024-09-09
1065,458109,5.9,1,58,48.4,2024-03-05
28,378485,7.6,0,21,17.9,2024-09-28
3076,825808,8.6,1,39,33.3,2024-05-27
1932,361705,3.0,0,13,11.0,2024-08-27
3086,452830,5.7,1,77,64.8,2024-06-02
442,77560,7.0,0,2,2.3,2024-01-29
2364,477449,3.8,0,101,84.6,2024-07-25
2582,279185,8.9,1,39,32.7,2024-02-24
4616,450001,6.2,0,34,28.9,2024-10-28
4504,691683,6.9,0,85,71.2,2024-11-15
2112,134683,3.3,0,94,78.4,2024-02-19
4324,351454,6.5,1,100,83.6,2024-10-21
4462,1438292,4.8,0,109,91.4,2024-07-11
4721,51996,9.4,1,73,61.3,2024-08-16
980,823883,3.6,0,5,4.4,2024-03-06
2498,483898,7.9,0,86,72.3,2024-12-04
3445,291413,4.3,0,38,31.7,2024-03-16
3741,98357,5.5,1,27,22.9,2024-10-20
3343,41490,5.3,0,41,34.3,2024-05-13
1114,505821,6.5,1,54,45.2,2024-08-29
4997,104226,3.0,0,83,69.2,2024-09-20
3542,1211472,5.5,1,63,52.8,2024-04-01
3179,260339,6.0,1,23,19.8,2024-09-05
4487,38543,1.9,0,33,28.1,2024-11-09
4764,888321,5.0,0,20,17.0,2024-01-15
1932,100241,5.4,0,1,1.4,2024-05-06
2556,57829,7.6,0,5,4.3,2024-02-04
3977,1018403,6.9,1,51,42.8,2024-06-28
3250,776797,7.0,1,110,92.4,2024-09-17
2402,1262471,10.0,1,117,97.6,2024-06-16
4603,393569,1.0,0,8,6.7,2024-10-25
4779,1385169,5.5,1,47,39.3,2024-09-03
4234,713825,10.0,1,29,24.8,2024-08-26
3059,271708,4.6,0,1,1.3,2024-01-07
3778,943542,5.7,0,95,79.7,2024-09-01
739,658767,7.3,1,107,89.7,2024-06-09
4493,283995,5.6,1,34,28.4,2024-07-21
1459,434355,5.0,0,5,4.9,2024-11-10
149,550353,6.3,1,87,72.9,2024-06-07
4999,159095,8.3,1,95,79.9,2024-04-08
3350,481375,6.3,1,39,32.5,2024-10-19
1285,121789,7.2,1,107,89.8,2024-01-25
4300,607822,3.8,0,8,7.3,2024-09-12
2874,1006724,4.4,1,86,72.1,2024-05-17
3827,1180199,3.1,0,38,32.4,2024-12-24
3420,712178,4.7,0,2,2.1,2024-03-20
551,732684,7.0,1,16,13.7,2024-10-05
4284,1010581,4.4,0,2,2.4,2024-11-07
2545,973608,7.1,1,67,56.0,2024-07-09
3180,830784,4.7,0,11,9.7,2024-02-18
4040,1010756,1.2,0,5,4.8,2024-03-06
4573,317198,5.4,0,69,57.8,2024-07-19
3392,1433396,5.2,0,1,1.0,2024-11-02
3159,740952,6.3,1,4,3.7,2024-09-29
4956,409617,8.8,1,79,66.5,2024-03-01
2141,27581,4.6,0,19,15.9,2024-09-25
2657,370234,6.2,1,80,67.2,2024-02-28
11,395883,8.9,1,20,17.2,2024-06-03
2455,1214527,7.9,0,48,40.2,2024-07-21
3379,597650,2.0,0,1,1.4,2024-11-08
3961,421473,6.4,0,18,15.3,2024-05-12
9,336960,7.7,1,88,73.9,2024-07-04
2710,319373,6.0,1,44,36.8,2024-10-05
2868,435601,7.1,1,108,90.3,2024-07-05
